ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
A_23_P120794	2.23E-08	8.76E-11	-6.9061693	14.188787	-1.8446301	SLC7A4
A_32_P123088	2.23E-08	8.80E-11	6.893079	14.181249	0.7655993	TMED7-TICAM2
A_32_P217261	2.23E-08	8.83E-11	6.8925102	14.178216	0.9985503	
A_24_P235049	2.25E-08	9.01E-11	6.8912491	14.159363	0.88018	MTHFD1L
A_23_P26824	2.26E-08	9.12E-11	6.8866232	14.146831	0.8094475	LIMD2
A_24_P6921	2.26E-08	9.20E-11	6.8850204	14.138289	1.0050407	MIR4435-2HG
A_32_P15169	2.39E-08	9.80E-11	6.8737294	14.078145	0.6772764	
A_24_P388860	2.39E-08	9.89E-11	6.9134168	14.071229	0.8585424	OSMR
A_23_P79482	2.44E-08	1.02E-10	6.8662114	14.03813	0.9129105	CHN1
A_24_P227927	2.44E-08	1.03E-10	6.8674696	14.031582	1.0482846	IL21R
A_23_P209731	2.46E-08	1.04E-10	6.8622289	14.016943	1.0181612	ARMC9
A_23_P165657	2.51E-08	1.08E-10	6.8559907	13.98377	1.5830137	SLC20A1
A_23_P6786	2.51E-08	1.09E-10	6.8568589	13.976473	0.9258092	TRNT1
A_23_P108604	2.51E-08	1.10E-10	6.852552	13.965491	0.7377534	MAP4K4
A_23_P207911	2.51E-08	1.10E-10	6.8524007	13.964687	0.523479	TRPV2
A_24_P218265	2.66E-08	1.18E-10	6.8405503	13.901737	1.3138749	TNFRSF10B
A_23_P331049	2.74E-08	1.23E-10	6.8334627	13.864117	1.7124139	DPYSL4
A_32_P177539	2.75E-08	1.24E-10	-6.8613132	13.85942	-1.9693072	IRX6
A_32_P226525	2.86E-08	1.30E-10	-6.8233142	13.81029	-1.3418026	
A_23_P320578	2.89E-08	1.32E-10	6.8195458	13.790314	0.9691664	RGS16
A_23_P255016	2.90E-08	1.35E-10	6.8162931	13.773077	1.1444292	UGGT1
A_23_P102622	2.90E-08	1.35E-10	-6.8161218	13.772169	-2.1378386	MATN4
A_23_P65427	2.90E-08	1.36E-10	6.8150444	13.766461	0.7205152	PSME2
A_24_P273143	2.95E-08	1.39E-10	6.8103362	13.741522	0.9381165	LINC00152
A_23_P122052	2.98E-08	1.42E-10	6.8072333	13.725092	1.2946128	GPX8
A_23_P83403	3.08E-08	1.48E-10	6.7988689	13.680822	0.6354354	LIMCH1
A_23_P342275	3.08E-08	1.49E-10	6.8010283	13.680682	1.3909194	ADAMTS1
A_23_P11160	3.17E-08	1.54E-10	6.7922841	13.645994	0.5156059	MAP7D3
A_23_P253350	3.22E-08	1.58E-10	6.7877163	13.621846	1.0072854	C8orf4
A_23_P65651	3.27E-08	1.61E-10	6.7839691	13.602043	0.8078616	WARS
A_23_P123622	3.30E-08	1.64E-10	-6.7808178	13.585394	-1.0940622	NPR2
A_23_P27306	3.34E-08	1.67E-10	6.7776629	13.568731	0.707959	COLEC12
A_23_P435390	3.38E-08	1.70E-10	6.7741578	13.550223	2.9381183	
A_23_P139919	3.41E-08	1.74E-10	6.76998	13.52817	0.8244673	CHST11
A_24_P88763	3.41E-08	1.74E-10	6.7698621	13.527548	1.4966848	LOXL3
A_24_P92771	3.42E-08	1.76E-10	6.7677975	13.516653	0.6920956	
A_23_P518	3.47E-08	1.80E-10	-6.7663626	13.497728	-1.2180839	VTCN1
A_23_P24129	3.49E-08	1.82E-10	6.7640705	13.48565	2.7266445	DKK1
A_23_P13713	3.53E-08	1.85E-10	-6.7608126	13.468488	-0.8650702	PRPH
A_32_P9753	3.63E-08	1.92E-10	6.7522616	13.434732	2.117829	VMP1
A_23_P113111	3.85E-08	2.05E-10	-6.7404624	13.372588	-1.7008168	AR
A_24_P181731	3.97E-08	2.13E-10	-6.7403676	13.338172	-1.154215	LTBP4
A_23_P124084	4.03E-08	2.17E-10	6.7297584	13.316268	0.8909307	LOXL1
A_23_P68106	4.12E-08	2.24E-10	6.7239992	13.285987	0.7013965	TMSB10
A_23_P215111	4.12E-08	2.26E-10	-6.7228224	13.279801	-2.1749375	ATP6V0A4
A_24_P659113	4.12E-08	2.27E-10	6.7218667	13.274779	0.8824767	CCNYL1
A_24_P51115	4.29E-08	2.41E-10	-6.7338298	13.221053	-2.1562882	MFSD4A
A_23_P201156	4.29E-08	2.41E-10	-6.7194676	13.217236	-1.4808116	CADM3
A_23_P87150	4.29E-08	2.42E-10	6.7100431	13.212672	0.8909851	LPXN
A_23_P157865	4.29E-08	2.42E-10	6.7098118	13.211457	1.3352046	TNC
A_23_P202327	4.34E-08	2.46E-10	6.7068607	13.195966	1.6709131	ADAM12
A_23_P214026	4.46E-08	2.55E-10	6.7048752	13.162961	1.4701183	FBN2
A_23_P70794	4.56E-08	2.62E-10	6.6954583	13.136149	0.6673642	RAB23
A_23_P250671	4.60E-08	2.66E-10	6.6924863	13.120568	0.5733224	GPX1
A_23_P94030	4.73E-08	2.76E-10	6.6863708	13.08852	0.8775606	LAMB1
A_23_P421493	4.76E-08	2.79E-10	6.6840029	13.076115	2.3050385	HPR
A_23_P5392	5.10E-08	3.01E-10	6.6703331	13.004556	0.6142114	TP53I3
A_23_P50710	5.32E-08	3.17E-10	-6.6857249	12.958941	-1.597027	CYP4F2
A_24_P116871	5.32E-08	3.17E-10	6.6608243	12.95483	0.5285818	TXNL4A
A_23_P216920	5.32E-08	3.20E-10	6.6614289	12.947263	0.6737126	NEK6
A_24_P393864	5.58E-08	3.37E-10	6.6496604	12.896503	1.1703213	PHTF1
A_23_P319492	5.58E-08	3.39E-10	6.6483399	12.889608	0.6166461	FAM118B
A_23_P211997	5.68E-08	3.47E-10	6.6441705	12.867842	1.3105563	SEC22C
A_23_P404259	5.69E-08	3.50E-10	6.6448727	12.860877	1.2283494	GPX8
A_24_P257416	5.80E-08	3.60E-10	6.6506616	12.835845	1.0618736	CXCL2
A_23_P31064	5.80E-08	3.60E-10	6.6372869	12.831924	0.5827856	MOXD1
A_24_P734720	5.99E-08	3.76E-10	6.6335545	12.791227	1.0647539	CCNYL1
A_23_P336040	5.99E-08	3.77E-10	6.6334022	12.790256	0.5140005	GOPC
A_23_P74547	6.00E-08	3.80E-10	6.6276923	12.781899	0.8946937	CD53
A_23_P146584	6.12E-08	3.89E-10	6.6232398	12.758698	0.9494142	MSANTD3
A_23_P253345	6.64E-08	4.25E-10	6.6198587	12.676442	0.9014214	C8orf4
A_23_P19938	6.64E-08	4.27E-10	6.6061213	12.669586	0.8039174	KDELR2
A_23_P356554	6.64E-08	4.29E-10	6.6051231	12.664394	1.6439092	BAG2
A_23_P216556	6.80E-08	4.42E-10	-6.5997038	12.636216	-0.710189	EPB41L4B
A_23_P142830	6.85E-08	4.53E-10	-6.6082133	12.616291	-2.3968195	PLA2R1
A_23_P141946	6.85E-08	4.52E-10	-6.5956917	12.615362	-1.2440917	LTBP4
A_23_P154115	6.85E-08	4.53E-10	-6.5953858	12.613773	-1.2159471	IGFBP5
A_24_P170753	7.00E-08	4.67E-10	6.5916736	12.584163	0.887237	
A_23_P167168	7.00E-08	4.67E-10	6.5894507	12.58294	2.6735011	JCHAIN
A_24_P64233	7.06E-08	4.74E-10	6.5867778	12.569059	0.7938391	ALDH1B1
A_23_P363313	7.15E-08	4.83E-10	-6.5897107	12.553053	-1.3256001	SLC16A11
A_23_P364024	7.26E-08	4.93E-10	6.5797732	12.5327	0.9193315	GLIPR1
A_32_P163891	7.29E-08	4.98E-10	-6.5799936	12.523588	-1.6470174	
A_32_P228348	7.32E-08	5.02E-10	6.5846953	12.516525	0.7599391	LOC401472
A_23_P259189	8.20E-08	5.67E-10	6.5559437	12.399064	0.7222518	CLIC4
A_24_P842872	8.20E-08	5.68E-10	-6.5617209	12.397897	-1.1564045	
A_24_P370484	8.23E-08	5.73E-10	6.5517758	12.387607	0.5462928	
A_23_P136232	8.25E-08	5.78E-10	6.5503345	12.380148	0.8039151	IMPAD1
A_23_P94552	8.35E-08	5.87E-10	6.5472704	12.364294	0.7330758	TMEM2
A_23_P209735	8.46E-08	5.98E-10	6.5438482	12.346591	1.0229615	ARMC9
A_23_P163087	8.57E-08	6.14E-10	6.5391557	12.322327	1.3175379	NID2
A_32_P171043	8.57E-08	6.15E-10	-6.5386866	12.319903	-1.837078	CCBE1
A_24_P42517	8.57E-08	6.16E-10	6.5385699	12.319299	0.7606227	KDELR2
A_32_P224727	8.64E-08	6.23E-10	6.5362402	12.307257	1.5466384	
A_23_P253602	8.68E-08	6.32E-10	6.5377365	12.295121	0.749566	BMX
A_23_P26847	8.68E-08	6.32E-10	-6.5336003	12.293616	-1.1050364	SOX9
A_32_P184937	9.23E-08	6.76E-10	6.5212244	12.229706	1.2560198	
A_23_P40217	9.41E-08	6.92E-10	6.5272695	12.210404	0.9427022	DOK5
A_23_P319423	9.60E-08	7.10E-10	-6.5121761	12.183027	-1.2600639	KCNK5
A_24_P282434	9.74E-08	7.23E-10	6.5300829	12.171026	0.9371173	PTPRJ
A_23_P308763	1.02E-07	7.65E-10	6.4982739	12.111385	0.5356326	FARP1
A_32_P196896	1.02E-07	7.69E-10	6.5055763	12.109454	1.2507533	
A_23_P160226	1.05E-07	7.91E-10	-6.4961645	12.080859	-1.7959125	MROH7
A_24_P149124	1.07E-07	8.15E-10	6.4864657	12.050607	1.0894688	NREP
A_24_P82880	1.07E-07	8.16E-10	6.4864374	12.050461	0.6691544	TPM4
A_23_P398566	1.10E-07	8.44E-10	6.4800217	12.017468	1.0605181	NR4A3
A_23_P366812	1.11E-07	8.55E-10	-6.4775836	12.004935	-1.919061	AQP5
A_23_P397208	1.12E-07	8.65E-10	-6.494436	12.000098	-0.9422681	GSTM2
A_24_P391853	1.14E-07	8.84E-10	6.4714869	11.973607	0.5517326	
A_32_P128209	1.14E-07	8.92E-10	-6.4698463	11.96518	-2.2911512	LINC01554
A_24_P379765	1.18E-07	9.19E-10	6.4641282	11.935819	0.5466796	MOB1A
A_23_P53467	1.18E-07	9.28E-10	6.4624408	11.927158	1.9737223	IKBIP
A_23_P316601	1.18E-07	9.30E-10	6.4619505	11.924641	1.028512	RIT1
A_23_P215549	1.19E-07	9.40E-10	-6.461965	11.915121	-1.4747592	PON3
A_23_P41145	1.19E-07	9.44E-10	-6.4611912	11.911153	-2.3178194	FAM3D
A_23_P385034	1.24E-07	9.93E-10	6.4498249	11.862445	1.1224606	E2F3
A_23_P55149	1.24E-07	9.94E-10	6.4495043	11.860802	1.3173333	AP2B1
A_23_P400465	1.24E-07	1.00E-09	6.4477259	11.851686	0.6796861	GTF3C6
A_24_P346269	1.24E-07	1.01E-09	-6.4468227	11.847057	-1.2886525	
A_24_P226069	1.25E-07	1.02E-09	-6.44636	11.835176	-2.3322797	FGFBP2
A_23_P428842	1.26E-07	1.03E-09	6.4422657	11.823708	0.6699868	TMEM44
A_23_P71170	1.26E-07	1.04E-09	-6.4446901	11.817034	-1.8929252	TRPV6
A_23_P128613	1.26E-07	1.04E-09	6.4409095	11.816761	1.3450418	KDELC1
A_24_P211565	1.26E-07	1.05E-09	6.4401105	11.812668	1.102913	C1QTNF6
A_24_P565556	1.26E-07	1.05E-09	6.4393226	11.808634	0.8031282	ALG1
A_23_P501831	1.26E-07	1.06E-09	-6.4382982	11.803388	-1.4356404	FAXDC2
A_23_P6263	1.26E-07	1.06E-09	6.4372779	11.798163	0.7749438	MX2
A_23_P135646	1.27E-07	1.07E-09	6.4504857	11.797807	1.1164429	IKZF1
A_23_P133770	1.27E-07	1.08E-09	6.4340915	11.781851	0.634254	CCDC167
A_23_P157970	1.27E-07	1.08E-09	6.4339105	11.780924	0.6784614	INVS
A_23_P204847	1.31E-07	1.12E-09	6.4280451	11.75091	0.7119176	LCP1
A_23_P303210	1.34E-07	1.15E-09	6.422904	11.724616	1.4258048	IKBIP
A_24_P822869	1.37E-07	1.18E-09	6.4258969	11.702503	1.4334679	RCSD1
A_23_P91095	1.37E-07	1.18E-09	6.4168717	11.693781	1.9737821	CD28
A_23_P7827	1.38E-07	1.20E-09	6.4164538	11.682297	1.3638595	FAM26F
A_23_P108427	1.38E-07	1.20E-09	6.4176147	11.679579	1.316246	
A_24_P256583	1.39E-07	1.22E-09	6.4214595	11.670164	0.5485419	TMEM65
A_23_P201808	1.40E-07	1.23E-09	-6.4099613	11.658479	-1.0374627	PLPP3
A_23_P40354	1.41E-07	1.24E-09	6.4080634	11.648788	0.8424575	MAPRE1
A_23_P52727	1.41E-07	1.25E-09	-6.4065917	11.641274	-0.5585529	NAV2
A_23_P162702	1.43E-07	1.27E-09	-6.4033148	11.624548	-0.4412044	HECTD4
A_32_P197060	1.46E-07	1.31E-09	6.4005781	11.601321	0.9655597	SMKR1
A_23_P65481	1.52E-07	1.36E-09	6.3906622	11.560015	0.598455	TEP1
A_24_P303480	1.53E-07	1.37E-09	6.389065	11.551874	0.5983314	RAB32
A_32_P205110	1.57E-07	1.42E-09	-6.3831345	11.521658	-1.2813965	FOXC1
A_23_P397238	1.57E-07	1.42E-09	6.3826132	11.519003	1.21111	FKBP1A
A_23_P96590	1.62E-07	1.48E-09	-6.3754724	11.482646	-1.0553011	GPRASP1
A_24_P127121	1.62E-07	1.48E-09	6.3745756	11.478081	0.5976282	
A_23_P122863	1.62E-07	1.49E-09	6.3739826	11.475064	0.8876132	GRB10
A_23_P74575	1.64E-07	1.51E-09	6.3711661	11.460733	1.7553308	CD1D
A_24_P73370	1.65E-07	1.53E-09	-6.3688907	11.449158	-0.5325029	ULK1
A_23_P433218	1.65E-07	1.53E-09	-6.3741099	11.449059	-1.0630936	OR7E91P
A_24_P261259	1.65E-07	1.53E-09	-6.3683669	11.446494	-0.8242749	PFKFB3
A_24_P278393	1.67E-07	1.57E-09	6.3640699	11.424643	1.0000556	CREM
A_23_P100963	1.67E-07	1.57E-09	6.3637245	11.422887	0.6049582	SPNS3
A_23_P16523	1.68E-07	1.58E-09	6.3627523	11.417945	2.9961358	GDF15
A_32_P122754	1.68E-07	1.59E-09	6.3619075	11.41365	1.1161797	MSANTD3
A_32_P18250	1.69E-07	1.60E-09	6.360171	11.404824	0.7220749	FUNDC2P2
A_23_P50919	1.69E-07	1.62E-09	6.358691	11.397304	1.889905	SERPINE2
A_23_P212655	1.70E-07	1.63E-09	6.3567839	11.387614	1.279948	KLHL6
A_23_P90634	1.73E-07	1.66E-09	6.3535807	11.371343	0.9471629	CCNYL1
A_24_P304051	1.73E-07	1.67E-09	6.352529	11.366002	0.8417625	GSTO1
A_24_P110983	1.73E-07	1.67E-09	6.3520513	11.363576	0.7907667	AKT3
A_23_P151075	1.78E-07	1.73E-09	6.3461491	11.333613	0.5240906	ARHGDIB
A_23_P77493	1.79E-07	1.75E-09	6.3438898	11.322148	1.4827514	TUBB3
A_23_P39799	1.81E-07	1.77E-09	6.3414849	11.309947	1.5697891	LOXL3
A_32_P79115	1.84E-07	1.81E-09	-6.3377414	11.290961	-0.9714139	
A_23_P139396	1.84E-07	1.81E-09	6.3369879	11.28714	0.2820058	HIKESHI
A_23_P138099	1.87E-07	1.85E-09	6.3349473	11.26788	0.6407215	ABL2
A_23_P46429	1.87E-07	1.86E-09	6.3321293	11.262511	1.402983	CYR61
A_23_P29067	1.91E-07	1.90E-09	-6.3479074	11.250146	-1.0527779	TMPRSS2
A_23_P34767	1.98E-07	1.98E-09	6.3207116	11.204678	0.7413124	YBX1
A_23_P302672	1.99E-07	2.00E-09	-6.3182714	11.192326	-1.7476439	DDIT4L
A_32_P342064	2.00E-07	2.01E-09	6.317376	11.187795	0.7898793	FTH1
A_23_P114814	2.01E-07	2.04E-09	6.3410127	11.183867	0.6790214	RHOU
A_23_P63371	2.02E-07	2.05E-09	6.3335124	11.177406	0.779569	TAL1
A_23_P67708	2.02E-07	2.06E-09	6.3130585	11.16595	0.8014586	TCF3
A_23_P148057	2.03E-07	2.08E-09	-6.3111347	11.15622	-0.8893882	ZDHHC9
A_23_P78958	2.10E-07	2.15E-09	-6.3045026	11.122689	-1.153678	CAPS
A_23_P254842	2.10E-07	2.16E-09	6.3040118	11.120208	0.8187314	PUDP
A_23_P123234	2.11E-07	2.17E-09	6.3026906	11.113532	2.096054	
A_23_P39465	2.11E-07	2.19E-09	6.301626	11.108152	1.1347499	BST2
A_24_P926314	2.19E-07	2.28E-09	6.2936686	11.067962	0.7110032	FAM173B
A_23_P61447	2.20E-07	2.30E-09	-6.2923166	11.061136	-0.5865593	ETFDH
A_32_P155460	2.21E-07	2.31E-09	6.2982784	11.057126	1.0427529	PICSAR
A_23_P150931	2.21E-07	2.32E-09	-6.290422	11.051573	-1.1273272	LMBR1L
A_24_P127701	2.25E-07	2.37E-09	-6.2901322	11.032663	-1.0199032	
A_24_P267814	2.25E-07	2.39E-09	6.2851398	11.024921	1.8476166	
A_32_P79434	2.25E-07	2.39E-09	6.2847069	11.022737	0.778356	PTPRN2
A_23_P39251	2.28E-07	2.42E-09	-6.2839446	11.01165	-2.1222991	PLIN5
A_23_P10647	2.33E-07	2.48E-09	6.2792099	10.98782	1.3202723	CYTL1
A_23_P314712	2.36E-07	2.53E-09	6.2778585	10.972303	0.8504804	CABYR
A_23_P23206	2.42E-07	2.60E-09	6.2685663	10.941388	0.983153	MAD2L2
A_32_P139894	2.42E-07	2.61E-09	6.2677737	10.937397	0.4508153	ABL2
A_23_P82550	2.45E-07	2.65E-09	6.2651368	10.92412	1.0473548	STK17A
A_24_P334130	2.48E-07	2.70E-09	6.2654686	10.91007	1.3213371	FN1
A_24_P637651	2.49E-07	2.71E-09	6.2607899	10.902242	0.7663305	
A_23_P403284	2.60E-07	2.84E-09	-6.2521898	10.858985	-1.3436542	OTX1
A_24_P170763	2.60E-07	2.86E-09	-6.2508619	10.852309	-0.5318417	KHNYN
A_23_P47247	2.60E-07	2.86E-09	6.2506833	10.851411	0.7908427	TCP11L1
A_23_P66473	2.64E-07	2.91E-09	6.2471979	10.833894	1.0673534	PITPNC1
A_23_P141688	2.64E-07	2.92E-09	6.2467991	10.83189	0.7709564	RAB31
A_23_P390504	2.68E-07	2.98E-09	-6.2427449	10.811523	-1.3623732	FOXC1
